site_code,trt,year_trt,avg_richness,avg_richness2,avg_invsimpsons2,avg_shannons,avg_evenness_Sh,beta_invsimpsons,gamma_richness,log_spp_stab_cover,log_spp_asynch_cover,log_spatial_asynch_prod,log_alpha_stab_prod,log_gamma_stab_prod,temp_mean,temp_sd,TEMP_VAR_v2,MAP_VAR_v2,res_log_spatial_asynch_prod,res_log_alpha_stab_prod,res_log_gamma_stab_prod,resGamma_prod
temple.us,Fertilized,6,10.83333333,3.437405312,2.073906225,5.546676056,0.729952125,1.347397077,19.66666667,-0.034903607,1.052183142,0.091990749,0.476002978,0.567993727,632.5,228.6976181,751.5573512,29.10733362,-0.097575805,-0.214104838,-0.342577854,-0.399207821
trel.us,Control,6,4.833333333,2.273018494,1.557160305,3.39325753,0.789540547,1.085686697,7,0.768857992,0.835874213,0.048509157,1.055848575,1.104357732,437,87.81224803,1026.588482,25.24320349,-0.314300938,0.266736908,-0.023138699,0.350555297
trel.us,Fertilized,6,4.333333333,2.115477217,1.274980058,2.889477169,0.725962219,1.030276175,6.166666667,0.907152159,0.910555477,0.142921719,1.23526362,1.378185339,415,67.39500357,1026.588482,25.24320349,-0.116654919,0.49676214,0.432642855,0.640304207
ukul.za,Control,6,16.66666667,4.058893689,2.143509871,7.132192747,0.686160576,1.766638019,32.16666667,0.342032701,1.335707179,0.429324684,1.068833743,1.498158427,495.5,92.55725941,347.2977397,65.26595269,0.210179557,0.302366265,0.48276362,0.414888712
ukul.za,Fertilized,6,13.55555556,3.760812336,2.233951573,6.682388228,0.717596783,1.681321976,27,-0.108169961,1.659478929,0.062394595,0.4265579,0.488952495,465.5,98.67218843,347.2977397,65.26595269,-0.042027124,-0.251048071,-0.355704787,-0.536761955
valm.ch,Fertilized,6,23.33333333,4.544320516,3.002346482,12.0996702,0.783219174,1.452453606,41.83333333,0.416697739,1.730293593,0.220152271,1.057748057,1.277900329,342.5,40.01603807,639.1732359,25.91755635,0.010051757,0.352790757,0.352623744,0.127703444
valm.ch,Control,6,27.72222222,4.792971004,3.173078776,14.90557017,0.81589035,2.157559813,52,0.65461728,1.998285622,0.742906733,1.190005944,1.932912677,328.1666667,23.1181658,639.1732359,25.91755635,0.485263105,0.479821033,0.960190804,0.745352129
bogong.au,Control,7,18.23809524,4.188883159,1.87105239,6.26004338,0.625033374,1.043851961,22.57142857,0.937269142,1.194733577,0.38840429,1.224456968,1.612861258,286.1457143,33.93674848,489.9922677,26.48821526,0.130157285,0.502624725,0.628407141,0.495919915
bogong.au,Fertilized,7,17.52380952,4.131244533,2.206935523,7.29746409,0.685484915,1.479114898,25,0.863255974,1.168905397,0.073056531,1.298776761,1.371833292,298.1442857,39.07239385,489.9922677,26.48821526,-0.12875847,0.567027213,0.430643915,0.275850944
burrawan.au,Control,7,8.476190476,3.083416008,1.289064753,3.410388052,0.564546025,1.021368921,13.71428571,0.536843296,0.733381256,0.320522423,0.602830442,0.923352866,296.5714286,83.26793519,497.4823015,41.48761273,0.112955805,-0.122448563,-0.052698399,-0.012150451
burrawan.au,Fertilized,7,8.619047619,3.107528464,1.640062127,4.116969054,0.616673201,1.192028637,13.42857143,0.253901949,0.692233782,0.29773634,0.37481042,0.67254676,324.1428571,125.8446997,497.4823015,41.48761273,0.194481862,-0.315411795,-0.218530711,-0.257728794
cbgb.us,Control,7,8.857142857,3.146841388,1.727126393,4.525512552,0.668465766,1.23690792,20.28571429,0.487749022,1.274933881,0.588602799,0.748149266,1.336752065,361.1428571,61.96630092,1122.075674,46.25499319,0.240939136,-0.091041918,0.139613673,0.408998599
cbgb.us,Fertilized,7,6.952380952,2.797507136,1.319726607,3.321177873,0.5860588,2.363289012,14.71428571,0.254679821,1.300260264,0.376101884,0.764713256,1.14081514,425.1428571,89.79103725,1122.075674,46.25499319,0.223808961,0.050466729,0.245063717,0.258954829
cdcr.us,Control,7,10.28571429,3.362570079,2.068754834,5.549843635,0.728186445,1.205759166,17.42857143,0.49735637,0.937515813,0.31149759,0.632441217,0.943938806,321.7142857,76.61490631,1215.737934,53.0748237,-0.086590644,-0.260945471,-0.343629285,-0.010559133
cdcr.us,Fertilized,7,5.904761905,2.561878888,1.597509706,3.6883607,0.722432484,1.152655857,12,0.363763525,1.070947513,0.119340548,0.753913949,0.873254497,341.7857143,81.40795021,1215.737934,53.0748237,-0.044780435,0.018109287,-0.024081442,0.05705249
cdpt.us,Fertilized,7,8.80952381,3.139064038,1.746029043,4.379796245,0.681436605,1.223270343,15.57142857,0.083334377,1.740190922,0.200851139,0.325285164,0.526136303,249.7314286,40.32052945,1006.799906,63.28145436,0.064709477,-0.30756352,-0.292247217,-0.397918817
cdpt.us,Control,7,11.0952381,3.471868722,2.143134012,5.867876985,0.729402783,1.265138675,19.57142857,0.478575609,1.342330444,0.143247703,0.651352308,0.794600011,239.5342857,38.77557386,1006.799906,63.28145436,-0.138870981,-0.141517522,-0.301131671,-0.178698167
comp.pt,Fertilized,7,13.57142857,3.762500686,2.321535852,6.918523261,0.689211126,1.354081226,22,-0.326343096,1.64862836,0.071925674,0.703458498,0.775384172,405.4285714,108.0570626,515.6740189,63.04059138,-0.020667346,0.074613478,-0.042620407,-0.255755783
comp.pt,Control,7,19.57142857,4.290677161,2.739187593,9.902148251,0.736011352,1.337222333,30.71428571,-0.021685995,1.153267578,0.073231347,0.488492605,0.561723953,392.2857143,126.5210698,515.6740189,63.04059138,-0.116561681,-0.240861017,-0.401133103,-0.552868418
cowi.ca,Control,7,4.380952381,2.131244533,0.45261499,1.742543099,0.365851042,1.002159699,7.142857143,0.881098458,0.475340487,0.049399141,0.644165454,0.693564595,194.5714286,50.11700609,487.9430797,64.8927335,-0.14447863,-0.089710564,-0.273784116,-0.112163049
cowi.ca,Fertilized,7,3.285714286,1.716207034,0.188690645,1.311341669,0.211397282,1.000607483,4.571428571,1.78596507,0.616532728,0.00903926,0.6061591,0.615198359,301,27.23798393,487.9430797,64.8927335,-0.089860427,-0.02482279,-0.201148365,-0.146227437
frue.ch,Fertilized,7,11.47619048,3.520571913,2.419927346,6.86225226,0.77741293,1.160852035,14.85714286,0.089264736,1.703581908,0.035159805,0.751254535,0.786414339,479.7142857,79.86550599,625.5573169,22.73913361,-0.20543193,0.036264169,-0.15027447,-0.186679648
frue.ch,Control,7,13.66666667,3.772589504,2.669929777,8.430866897,0.816655667,1.213707524,19.42857143,0.11507905,1.30224424,0.025830997,0.664094047,0.689925044,467.5714286,113.3214914,625.5573169,22.73913361,-0.246033305,-0.045200565,-0.283695578,-0.31993051
hall.us,Control,7,5.238095238,2.389042291,1.353452316,3.118566508,0.737730692,1.244626684,8.142857143,0.053699362,1.554419355,0.22009348,0.537821819,0.757915299,262.5714286,52.58360807,871.4106986,15.0867811,-0.136315657,-0.197609883,-0.280173791,-0.025444024
hall.us,Fertilized,7,4.333333333,2.115477217,0.766505146,2.151122313,0.403578765,1.113736543,7,0.383131578,2.092103639,0.495810767,0.64933207,1.145142836,307.5714286,25.880043,871.4106986,15.0867811,0.146250184,-0.084993036,0.184865114,0.348979624
hopl.us,Control,7,18.57142857,4.215012891,2.875315894,10.28103723,0.785293203,1.512401792,32,-0.197259093,1.281977096,0.176189999,0.787219784,0.963409782,441.1428571,149.1050005,538.8322225,91.42926786,-0.090676294,0.051886899,0.016928836,-0.129106085
hopl.us,Fertilized,7,11.95238095,3.579226131,2.162775946,5.956923395,0.676767086,1.568789963,22.71428571,-0.264559977,1.575360931,0.055836599,0.451419501,0.5072561,446.4285714,120.3589418,538.8322225,91.42926786,-0.258464277,-0.097266414,-0.214920245,-0.49424014
kiny.au,Fertilized,7,8.428571429,3.075288127,1.236816717,3.368971104,0.49112264,1.092128453,13.85714286,-0.347177933,1.444435049,0.020678585,0.098629259,0.119307843,182.7142857,60.98735432,517.3570778,21.82745628,-0.226976853,-0.638537141,-0.832783666,-0.828054905
kiny.au,Control,7,8.047619048,3.008562014,1.136715363,3.229063082,0.469412929,1.318501694,14.28571429,-0.349708401,1.224173713,0.027672356,-0.287115366,-0.259443009,151.9285714,63.36712375,517.3570778,21.82745628,-0.250213936,-1.003673583,-1.240850379,-1.199118878
koffler.ca,Fertilized,7,6.714285714,2.74723393,1.332622333,3.393564763,0.630982125,1.27845846,10.14285714,0.172502375,0.978550414,0.333412172,0.967912849,1.30132502,430.5142857,136.1732155,1032.429739,20.41847127,0.023211287,0.215041484,0.33907387,0.436334707
koffler.ca,Control,7,9.333333333,3.222392421,1.841887216,4.915251172,0.718968421,1.16878123,15,0.218238753,0.581387964,0.809202042,1.121389437,1.930591479,323.2571429,145.3030262,1032.429739,20.41847127,0.419976903,0.331353859,0.796510694,0.998820754
marc.ar,Fertilized,7,9.904761905,3.308122295,1.941066374,5.209585972,0.645858671,1.383136315,16.71428571,-0.271658424,2.023034321,0.340028501,0.825031626,1.165060127,353,61.25785953,464.925876,19.90021469,0.071077754,0.068936398,0.198060976,0.20515356
marc.ar,Control,7,10.9047619,3.446886365,1.439297267,4.056190351,0.548863645,1.279631162,18.57142857,-0.135687052,1.68368381,0.179041767,0.779328703,0.958370471,327.2857143,69.60502591,464.925876,19.90021469,-0.114013081,0.055291183,-0.035008581,-0.043219042
mtca.au,Fertilized,7,9.333333333,3.222392421,1.903226357,4.944975835,0.7014512,1.471884651,14.28571429,-0.101818763,1.533632684,0.12843023,0.790597495,0.919027725,264.4285714,63.16543531,534.3282043,50.66807846,0.048449712,0.133399218,0.063372581,-0.01590985
mtca.au,Control,7,14.04761905,3.812253721,2.174632889,6.70189036,0.703823111,1.475431787,23.14285714,0.00267093,1.102263567,0.310546879,0.484734918,0.795281797,204.8571429,67.85535962,534.3282043,50.66807846,0.120591402,-0.238633312,-0.170410048,-0.241874547
saline.us,Control,7,10.61904762,3.408582477,2.021633916,5.483338023,0.724723243,1.841112554,20.85714286,0.018691422,1.761426247,0.284315727,1.095400398,1.379716126,440,74.1920542,1034.828623,53.31504117,-0.009827238,0.294327785,0.258849218,0.416585021
saline.us,Fertilized,7,9.476190476,3.244307198,1.762416745,4.642885121,0.683421367,1.477074636,18.71428571,-0.288819736,1.591542377,0.190364576,0.759819134,0.95018371,489.2857143,132.9833538,1034.828623,53.31504117,0.064364668,0.093046426,0.094752071,0.008173006
sedg.us,Fertilized,7,4.285714286,2.099535674,0.713524419,2.046629037,0.40155543,1.179929034,7.285714286,0.352220655,0.693332977,0.796404108,1.357204957,2.153609064,270.4285714,95.05487635,426.8089893,95.92791963,0.421609533,0.789862697,1.42709114,1.359854208
sedg.us,Control,7,6.571428571,2.716207034,1.151257545,2.897738546,0.539894322,1.091607562,11.14285714,0.134764883,0.879528368,0.58940425,1.100934964,1.690339214,203.5,73.80103486,426.8089893,95.92791963,0.28761062,0.346014824,0.720552119,0.814280891
sevi.us,Fertilized,7,6.714285714,2.74723393,1.760589463,4.215795819,0.652224088,1.222028884,12.28571429,-0.200742323,1.023239754,0.080470209,0.09500712,0.175477329,118.4614286,52.04402421,846.8259766,66.06919852,-0.042875482,-0.502154583,-0.617074122,-0.685672757
sevi.us,Control,7,7.285714286,2.86507042,1.884473118,4.644840422,0.688541264,1.059949509,12.85714286,-0.0663641,0.964523528,0.13799512,0.197551591,0.335546711,97.28285714,39.62512395,846.8259766,66.06919852,-0.088788076,-0.547745978,-0.66829472,-0.539543664
sgs.us,Control,7,7.047619048,2.817135943,1.295162361,3.198314973,0.588179265,1.232522717,12.42857143,0.348341268,1.048018566,0.144377849,0.570443211,0.71482106,298.2857143,73.82459678,879.6653724,58.78775076,-0.08718585,-0.180384231,-0.307221277,-0.170071705
sgs.us,Fertilized,7,7.523809524,2.911463325,1.675575082,4.048026643,0.67120846,1.06097931,12,0.078787431,0.892674797,0.062658452,0.12313807,0.185796522,311.2857143,117.8307128,879.6653724,58.78775076,-0.043694238,-0.496934818,-0.632637016,-0.70050065
sier.us,Control,7,8.571428571,3.099535674,1.860968665,4.609666063,0.679176953,1.618527856,17.28571429,0.068910697,1.147495656,0.19306443,0.708699035,0.901763465,374.2857143,110.8982479,665.1720015,86.5282909,-0.054505398,-0.020375533,-0.045242026,-0.015821445
sier.us,Fertilized,7,9.285714286,3.215012891,1.86615489,4.866030162,0.660968917,1.346047556,18.28571429,-0.062185996,1.555855496,0.307060387,0.563408527,0.870468914,401.8571429,90.23588261,665.1720015,86.5282909,0.045938028,0.020971427,0.14444812,-0.070503063
spin.us,Control,7,10.04761905,3.328781766,2.043091794,5.526281274,0.724386079,1.215697311,14.42857143,-0.06655519,2.169888265,0.506512404,1.102535866,1.60904827,304.7142857,37.19005899,882.4458054,16.64644486,0.155857225,0.363864658,0.566403997,0.659743119
spin.us,Fertilized,7,6.19047619,2.63005039,1.536398782,3.638036405,0.700213989,1.274973891,9.142857143,-0.234669964,2.932905726,0.318291483,0.59071909,0.909010574,316.2857143,21.29367761,882.4458054,16.64644486,-0.013024559,-0.140888527,-0.046998271,0.076928602
temple.us,Control,7,12.23809524,3.613307126,2.535910887,7.440961241,0.79498084,1.320037885,21.57142857,0.002160389,0.956878797,0.13811745,0.692951972,0.831069422,650.2857143,249.2291217,751.5573512,29.10733362,-0.119222093,-0.024966282,-0.157406401,-0.15498632
temple.us,Fertilized,7,10.95238095,3.453172628,2.130645025,5.760636254,0.738733864,1.308213039,20.14285714,-0.094380362,1.19630088,0.119348294,0.557044427,0.676392721,630.8571429,209.5911906,751.5573512,29.10733362,-0.07021826,-0.133063389,-0.23417886,-0.291965046
trel.us,Control,7,4.761904762,2.251538767,1.528182805,3.334388069,0.781127965,1.089841347,6.857142857,0.693312123,0.839712893,0.076809885,1.122661225,1.19947111,440.5714286,95.11127961,1026.588482,25.24320349,-0.286000211,0.333549557,0.071974679,0.447885704
trel.us,Fertilized,7,4.380952381,2.131244533,1.284969567,2.915798192,0.724866161,1.044087096,6.142857143,0.838240533,0.915162094,0.166166232,1.047936353,1.214102586,420.2857143,72.78661838,1026.588482,25.24320349,-0.093410406,0.309434874,0.268560102,0.473279477
ukul.za,Control,7,16.66666667,4.058893689,2.18590551,7.23525406,0.691583,1.764391294,32.14285714,0.336567953,1.364798049,0.375726659,1.046421313,1.422147972,488.5714286,89.13211249,347.2977397,65.26595269,0.156581531,0.279953836,0.406753164,0.339858549
ukul.za,Fertilized,7,13.71428571,3.777607579,2.228314836,6.721970867,0.7187664,1.694765835,27.28571429,-0.093680524,1.708677482,0.073543374,0.413501916,0.48704529,466.4285714,92.76857347,347.2977397,65.26595269,-0.030878345,-0.264104056,-0.357611991,-0.541380416
valm.ch,Control,7,28.0952381,4.812253721,3.17732262,15.09638987,0.815581114,2.167144785,52.42857143,0.558768465,2.165999746,0.617073139,1.170869151,1.78794229,328.1428571,21.51350425,639.1732359,25.91755635,0.359429511,0.46068424,0.815220417,0.59697026
valm.ch,Fertilized,7,22.57142857,4.496425826,2.922484071,11.49345827,0.771893729,1.41379442,40.42857143,0.383909136,1.711154978,0.19784696,1.028101293,1.225948253,335.7142857,41.31379005,639.1732359,25.91755635,-0.012253554,0.323143993,0.300671668,0.082038525
bogong.au,Fertilized,8,17.45833333,4.125843933,2.240984531,7.416777263,0.69250446,1.464789665,25,0.822673056,1.199139451,0.065589221,1.002904266,1.068493487,304.2525,40.28766899,489.9922677,26.48821526,-0.13622578,0.271154718,0.12730411,-0.025280022
bogong.au,Control,8,18.25,4.189824559,1.883430678,6.301326131,0.627205821,1.04518997,22.375,0.951262568,1.204498748,0.433718914,1.246728965,1.680447879,290.1275,33.60111212,489.9922677,26.48821526,0.175471909,0.524896722,0.695993762,0.563735459
burrawan.au,Fertilized,8,8.666666667,3.115477217,1.623182987,4.075007304,0.607854424,1.167867464,13.5,0.193611467,0.832849673,0.292535431,0.383315999,0.67585143,326.75,117.0655708,497.4823015,41.48761273,0.189280953,-0.306906216,-0.215226041,-0.257401667
burrawan.au,Control,8,8.541666667,3.094517599,1.26577664,3.368387666,0.55623178,1.018433022,13.75,0.437185841,0.904283748,0.514887724,0.493051021,1.007938745,299.375,78.27493049,497.4823015,41.48761273,0.307321106,-0.232227984,0.03188748,0.069000441
cbgb.us,Control,8,9.25,3.209453366,1.797242306,4.773761306,0.678469316,1.25093363,20.625,0.47549248,1.292891726,0.5922508,0.809139519,1.401390318,370.375,63.18909883,1122.075674,46.25499319,0.244587137,-0.030051665,0.204251927,0.464549617
cbgb.us,Fertilized,8,6.875,2.781359714,1.304661688,3.270297617,0.58658282,2.377045441,14.75,0.214114097,1.384754515,0.43474053,0.731620164,1.166360694,424.875,85.87788934,1122.075674,46.25499319,0.282447606,0.017373637,0.27060927,0.287405089
cdcr.us,Fertilized,8,6.208333333,2.63420602,1.659221958,3.839257557,0.714472758,1.144793829,12.25,0.230193559,1.135225117,0.120613331,0.838960093,0.959573425,354.4375,90.4785992,1215.737934,53.0748237,-0.043507652,0.103155432,0.062237485,0.129346062
cdcr.us,Control,8,10.29166667,3.363404731,2.119248469,5.674407591,0.737467931,1.211232038,17.5,0.443631629,1.010863631,0.35115443,0.650220959,1.001375389,331,77.29452423,1215.737934,53.0748237,-0.046933804,-0.243165728,-0.286192702,0.048410157
cdpt.us,Fertilized,8,9.041666667,3.176588732,1.753355466,4.475638293,0.683587324,1.265853777,15.875,0.077046976,1.79063077,0.209467154,0.392522381,0.601989535,253.7025,39.19246757,1006.799906,63.28145436,0.073325492,-0.240326303,-0.216393985,-0.328206809
cdpt.us,Control,8,11.125,3.475733431,2.182589699,5.992414466,0.734608385,1.252857154,19.875,0.451198582,1.429796914,0.176990583,0.678280254,0.855270836,242.155,36.91369134,1006.799906,63.28145436,-0.105128101,-0.114589577,-0.240460846,-0.117758783
cowi.ca,Fertilized,8,3.291666667,1.718818247,0.19498873,1.322163549,0.214433026,0.998268683,4.625,1.770242215,0.664683061,0.009969392,0.651424752,0.661394144,299.75,26.25938679,487.9430797,64.8927335,-0.088930294,0.020442862,-0.15495258,-0.099937239
cowi.ca,Control,8,4.375,2.129283017,0.517380924,1.828840972,0.387311997,0.998063287,7,0.782309015,0.450926761,0.046039228,0.641184149,0.687223377,185.25,53.97227494,487.9430797,64.8927335,-0.147838543,-0.092691869,-0.280125334,-0.114283106
hopl.us,Fertilized,8,11.75,3.554588852,2.129883582,5.86307726,0.676139819,1.519930945,22.625,-0.256071297,1.641978337,0.05815024,0.50254889,0.560699129,446.375,111.636981,538.8322225,91.42926786,-0.256150637,-0.046137026,-0.161477216,-0.436623136
hopl.us,Control,8,18.16666667,4.183221824,2.911074596,10.34000626,0.795192073,1.473624567,31.375,-0.222694188,1.385125015,0.176088593,0.811637984,0.987726577,448.75,140.3353777,538.8322225,91.42926786,-0.0907777,0.076305099,0.041245631,-0.097467448
kiny.au,Fertilized,8,8.166666667,3.029747343,1.286798925,3.454684016,0.512259711,0.996177747,13.625,-0.356677767,1.434584898,0.020066793,-0.015972537,0.004094256,178.625,60.78733767,517.3570778,21.82745628,-0.227588644,-0.753138937,-0.947997253,-0.931522227
kiny.au,Control,8,8.416666667,3.073248982,1.465803519,3.79591404,0.494106206,1.018951131,14.875,-0.366704944,1.150131673,0.029546137,-0.37804724,-0.348501103,147.3125,67.29792823,517.3570778,21.82745628,-0.248340155,-1.094605458,-1.329908473,-1.294969615
koffler.ca,Fertilized,8,6.5,2.700439718,1.32057453,3.322999297,0.634728954,1.285363184,9.875,0.157737794,0.952602411,0.173616403,0.676035277,0.84965168,419.6375,138.2482578,1032.429739,20.41847127,-0.136584482,-0.076836088,-0.112599471,-0.006518142
koffler.ca,Control,8,9.458333333,3.241585987,1.88577769,5.051790649,0.725688613,1.162455224,15.25,0.216887293,0.653561866,0.309566922,0.761610108,1.071177031,322.7875,135.1715961,1032.429739,20.41847127,-0.079658217,-0.028425469,-0.062903754,0.137281155
mtca.au,Control,8,14.04166667,3.81164228,2.178650535,6.667843079,0.703583218,1.451004762,23.125,-0.013434707,1.162880408,0.13645068,0.254367349,0.39081803,210.625,66.7285969,534.3282043,50.66807846,-0.053504797,-0.469000881,-0.574873816,-0.646275281
mtca.au,Fertilized,8,9.166666667,3.196397213,1.909774548,4.917139934,0.706710915,1.545822617,14.125,-0.138121598,1.398131121,0.081786042,0.737363773,0.819149815,283.75,80.48606356,534.3282043,50.66807846,0.001805524,0.080165496,-0.036505329,-0.1103132
saline.us,Control,8,10.625,3.409390936,2.005074871,5.425064137,0.719406352,1.812034743,20.5,-0.009947607,1.701436187,0.34107909,1.087783418,1.428862508,427.375,78.74173096,1034.828623,53.31504117,0.046936125,0.286710804,0.3079956,0.464629501
saline.us,Fertilized,8,9.541666667,3.254241287,1.77307454,4.696477766,0.68272379,1.428141071,18.625,-0.316835507,1.598370925,0.220602821,0.807219676,1.027822497,473.5,131.4486782,1034.828623,53.31504117,0.094602913,0.140446968,0.172390858,0.083956953
sedg.us,Control,8,6.25,2.64385619,1.100132563,2.770886001,0.544657352,1.091198275,10.625,0.180732569,0.882739215,0.454539965,1.131955108,1.586495074,206.5625,71.31675165,426.8089893,95.92791963,0.152746336,0.377034968,0.616707978,0.723888318
sedg.us,Fertilized,8,4.041666667,2.014950341,0.651184898,1.940641019,0.374960924,1.163767191,6.75,0.37027644,0.64854224,0.768112257,1.386647236,2.154759493,260.25,93.95575948,426.8089893,95.92791963,0.393317682,0.819304976,1.428241569,1.370916277
sgs.us,Fertilized,8,7.5,2.906890596,1.630957693,3.935756313,0.658016178,1.063973733,11.875,-0.049313023,1.015888836,0.079062886,0.214581426,0.293644313,328.625,125.0034667,879.6653724,58.78775076,-0.027289804,-0.405491462,-0.524789225,-0.59424208
sgs.us,Control,8,7.208333333,2.849665727,1.357123895,3.349005681,0.601659421,1.253140753,12.5,0.331753962,1.104930383,0.169410582,0.632366089,0.801776671,307.125,73.00810675,879.6653724,58.78775076,-0.062153118,-0.118461353,-0.220265666,-0.086339913
sier.us,Control,8,8.625,3.108524457,1.960261822,4.865759181,0.701457818,1.559667186,17.375,-0.006815313,1.230577238,0.200857669,0.720618545,0.921476214,370.25,108.8985297,665.1720015,86.5282909,-0.046712159,-0.008456023,-0.025529278,0.006355122
sier.us,Fertilized,8,9.166666667,3.196397213,1.787957225,4.6518898,0.646503864,1.3684292,18.25,-0.093499873,1.655244853,0.280821861,0.527212041,0.808033902,400.25,83.9603255,665.1720015,86.5282909,0.019699501,-0.015225059,0.082013107,-0.132313643
spin.us,Fertilized,8,6.041666667,2.594946589,1.481371616,3.47640725,0.674607606,1.251503689,9.25,-0.249736209,3.005719835,0.336378846,0.656556193,0.992935039,315.125,20.02508543,882.4458054,16.64644486,0.005062804,-0.075051425,0.036926194,0.162332577
spin.us,Control,8,9.875,3.303780748,2.000316067,5.383450541,0.719954604,1.259796332,14.5,-0.072885714,2.226043053,0.573561833,1.006127112,1.579688944,304.5,35.35761365,882.4458054,16.64644486,0.222906653,0.267455903,0.537044671,0.633933322
temple.us,Fertilized,8,10.625,3.409390936,2.110731732,5.658226862,0.738566391,1.285497058,19.75,-0.111903693,1.276553626,0.057873364,0.438554405,0.496427769,630.375,196.6970932,751.5573512,29.10733362,-0.13169319,-0.251553411,-0.414143812,-0.464341391
temple.us,Control,8,12.375,3.62935662,2.587631551,7.675657976,0.802464142,1.365835232,22,-0.024940267,0.984358794,0.158071737,0.742437742,0.900509479,646.625,247.7321201,751.5573512,29.10733362,-0.099267806,0.024519488,-0.087966343,-0.086986324
ukul.za,Control,8,17.08333333,4.094517599,2.232518513,7.537609372,0.696930813,1.762494813,33.125,0.3071964,1.455898464,0.394426476,1.048200602,1.442627078,490.75,84.17011837,347.2977397,65.26595269,0.175281348,0.281733124,0.42723227,0.355105191
ukul.za,Fertilized,8,13.625,3.768184325,2.34669367,7.078285112,0.736457198,1.688673943,27.25,-0.131521886,1.792921498,0.072968486,0.411849393,0.484817879,472.625,89.73874807,347.2977397,65.26595269,-0.031453233,-0.265756578,-0.359839402,-0.538769763
valm.ch,Control,8,28.33333333,4.824428435,3.174704988,15.07542292,0.812972829,2.154311186,52.875,0.46019459,2.181628872,0.469881572,1.173969313,1.643850886,332,23.64877949,639.1732359,25.91755635,0.212237944,0.463784403,0.671129013,0.450288675
valm.ch,Fertilized,8,21.58333333,4.431845787,2.794121628,10.61008072,0.744268085,1.395678995,39.375,0.264790396,1.901003844,0.16328123,1.05299357,1.2162748,336,38.52536752,639.1732359,25.91755635,-0.046819284,0.34803627,0.290998215,0.078608979
bogong.au,Control,9,18.2962963,4.193479729,1.867252096,6.276661422,0.625694223,1.044254966,22.33333333,0.962183702,1.20313974,0.455724726,1.277518489,1.733243215,292.78,33.58562112,489.9922677,26.48821526,0.197477722,0.555686245,0.748789098,0.615621449
bogong.au,Fertilized,9,17.14814815,4.099980881,2.263482235,7.433372942,0.699466707,1.462839833,24.55555556,0.790021859,1.267298906,0.072164931,1.062628441,1.134793372,307.3355556,39.27622607,489.9922677,26.48821526,-0.129650069,0.330878893,0.193603996,0.046779218
burrawan.au,Control,9,8.37037037,3.06529146,1.226278816,3.293007202,0.550256872,1.017777861,13.33333333,0.459092686,0.928035837,0.457087362,0.457083263,0.914170625,298.2222222,74.49339013,497.4823015,41.48761273,0.249520744,-0.268195742,-0.06188064,-0.020761925
burrawan.au,Fertilized,9,8.666666667,3.115477217,1.601816513,4.00736723,0.596310708,1.142554044,13.55555556,0.202288127,0.894705991,0.265540711,0.315800634,0.581341345,328.3333333,109.6216876,497.4823015,41.48761273,0.162286234,-0.374421581,-0.309736125,-0.353998682
cdcr.us,Control,9,10.2962963,3.364053571,2.110016789,5.664086077,0.737705085,1.211184656,17.22222222,0.314291598,1.073514362,0.352645897,0.719263961,1.071909858,346.4444444,86.48028875,1215.737934,53.0748237,-0.045442337,-0.174122726,-0.215658233,0.118874588
cdcr.us,Fertilized,9,6.37037037,2.671377253,1.680608725,3.921763329,0.715702033,1.176751176,12.44444444,0.152792826,1.153885456,0.126348916,0.897782954,1.024131869,370.3888889,100.2708699,1215.737934,53.0748237,-0.037772068,0.161978292,0.126795929,0.187658209
cdpt.us,Fertilized,9,9.333333333,3.222392421,1.761797279,4.552990012,0.677535034,1.255633815,16.22222222,0.05856148,1.847377365,0.22402828,0.455768055,0.679796335,257.0133333,38.21351003,1006.799906,63.28145436,0.087886618,-0.177080629,-0.138587186,-0.259464923
cdpt.us,Control,9,11.2962963,3.49777793,2.203770129,6.131427194,0.738411121,1.260728289,20.22222222,0.417919644,1.512619937,0.210891855,0.709113554,0.920005409,244.6933333,35.49763748,1006.799906,63.28145436,-0.071226828,-0.083756277,-0.175726273,-0.056172913
cowi.ca,Control,9,4.37037037,2.127755547,0.534639766,1.860665864,0.397557995,1.00017962,7,0.769159078,0.500832062,0.046329841,0.718185728,0.764515568,186,52.23514444,487.9430797,64.8927335,-0.14754793,-0.01569029,-0.202833142,-0.034872782
cowi.ca,Fertilized,9,3.185185185,1.671377253,0.196221815,1.31708701,0.217907915,0.998685281,4.444444444,1.72957288,0.715652303,0.014047821,0.725250376,0.739298197,298.6666667,25.89637356,487.9430797,64.8927335,-0.084851865,0.094268486,-0.077048528,-0.013149304
hopl.us,Fertilized,9,11.85185185,3.567040593,2.092116539,5.746825082,0.667990055,1.530652763,22.44444444,-0.237603491,1.643207462,0.057761591,0.526685918,0.584447509,458.3333333,112.3919988,538.8322225,91.42926786,-0.256539285,-0.021999998,-0.137728836,-0.416514961
hopl.us,Control,9,18.14814815,4.181750437,2.86159189,10.03009768,0.785035923,1.462111316,31.22222222,-0.28300529,1.4393456,0.234393321,0.801918878,1.036312198,470.6666667,148.0884632,538.8322225,91.42926786,-0.032472972,0.066585993,0.089831252,-0.050461854
